ACRS Report Type,Date and Time,Route Type,Road Name,Municipality,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver At Fault,Injury Severity,Driver Distracted By,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Vehicle Year,Vehicle Make,Wind Speed (MPH),TMP10-DK ,Relative Humidity (%),Rain (Inches)
Property Damage Crash,08-11-2022 18:47,US (State),COLESVILLE RD,N/A,SAME DIR REAR END,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,35,2014,NISSAN,6.8,75.9,47.3,0
Injury Crash,08-11-2022 18:47,County,BEL PRE RD,N/A,OTHER,CLEAR,DRY,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,West,West,35,2018,HINO,4.4,48.2,25.4,0
Injury Crash,08-11-2022 18:47,Maryland (State),METROPOLITAN AVE,KENSINGTON,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,,MOVING CONSTANT SPEED,East,East,30,0,UNKNOWN,5,46.8,30.1,0
Property Damage Crash,08-11-2022 19:42,,,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,NO CONTROLS,Unknown,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,Unknown,Unknown,15,2009,HONDA,3.8,63.2,39.2,0
Property Damage Crash,08-11-2022 20:00,County,SNOUFFERS SCHOOL RD,N/A,STRAIGHT MOVEMENT ANGLE,N/A,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Unknown,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING LEFT TURN,West,South,35,2020,TOYOTA,13,80.2,60.3,0
Injury Crash,08-11-2022 20:00,County,BRANDERMILL DR,N/A,HEAD ON,CLEAR,DRY,DAYLIGHT,N/A,Yes,SUSPECTED MINOR INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,25,2007,TOYOTA,5.5,73.7,60.8,0
Injury Crash,08-11-2022 20:00,County,HEWITT AVE,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,25,2002,VOLKS,1.3,70.6,62.4,0
Injury Crash,08-11-2022 20:05,County,BLUNT RD,N/A,HEAD ON,RAINING,WET,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,VAN,MOVING CONSTANT SPEED,North,North,25,2014,NISSAN,6,60.7,41.7,0
Property Damage Crash,08-11-2022 20:05,Maryland (State),NEW HAMPSHIRE AVE,TAKOMA PARK,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,AMBULANCE/EMERGENCY,STOPPED IN TRAFFIC LANE,South,South,35,2020,FORD,7.8,78.2,46.4,0
Property Damage Crash,08-11-2022 20:36,County,BAUER DR,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PICKUP TRUCK,STARTING FROM LANE,South,South,30,2011,NISSAN,5,81.8,44.2,0
Property Damage Crash,08-11-2022 20:36,Maryland (State),QUINCE ORCHARD RD,N/A,SAME DIRECTION RIGHT TURN,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,CHANGING LANES,North,North,35,2016,HOND,1.3,45.6,41.7,0
Property Damage Crash,08-11-2022 21:24,Maryland (State),GEORGIA AVE,N/A,SAME DIR REAR END,RAINING,WET,DAYLIGHT,OTHER,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,2013,DODGE,6.5,61.8,35.8,0
Injury Crash,08-11-2022 21:24,Maryland (State),FREDERICK RD,N/A,OTHER,N/A,DRY,DARK LIGHTS ON,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,UNKNOWN,Unknown,Unknown,45,2011,CHRY,1.1,62.2,33,0
Injury Crash,08-11-2022 21:30,Maryland (State),FREDERICK RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,North,North,40,2008,PONT,5.9,63.1,58.6,0
Injury Crash,08-11-2022 21:30,,,,SINGLE VEHICLE,RAINING,,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,West,North,5,2009,TOYT,3.6,51.6,37.1,0
Property Damage Crash,08-11-2022 23:14,County,SEVEN LOCKS RD,N/A,OTHER,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,2003,NISS,1.2,53.5,48.6,0
Property Damage Crash,09-11-2022 01:54,Maryland (State),PINEY BRANCH RD,N/A,SAME DIRECTION SIDESWIPE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,South,35,2011,NISSAN,1.3,42.2,29.7,0
Property Damage Crash,09-11-2022 01:54,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,West,5,2019,JAGUAR,6.4,72.4,61.7,0
Injury Crash,09-11-2022 02:38,Municipality,BROADWOOD DR,ROCKVILLE,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,Yes,POSSIBLE INJURY,NOT DISTRACTED,PICKUP TRUCK,MOVING CONSTANT SPEED,North,North,25,2016,RAM,1.2,54.7,53.1,0
Property Damage Crash,09-11-2022 03:33,Maryland (State),FREDERICK RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,40,2018,HYUN,1.4,51.1,40.6,0
Fatal Crash,09-11-2022 03:33,County,SHADY GROVE RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,FATAL INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING LEFT TURN,West,North,40,2004,TOYOTA,3.2,74.2,41.8,0
Property Damage Crash,09-11-2022 03:33,,,,SINGLE VEHICLE,N/A,,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,POLICE VEHICLE/NON EMERGENCY,BACKING,West,West,5,2010,DODGE,3.2,72,66.9,0.01
Property Damage Crash,09-11-2022 03:33,US (State),COLUMBIA PIKE,N/A,SAME DIR REAR END,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STARTING FROM LANE,North,North,50,2007,HONDA,1.6,51.9,49.9,0
Property Damage Crash,09-11-2022 04:43,County,BRIGGS RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,2017,HYUNDAI,1,74,62.9,0
Injury Crash,09-11-2022 04:43,Municipality,WOOTTON PKWY,ROCKVILLE,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,40,2013,TOYOTA,1.3,68.3,65.3,0
Property Damage Crash,09-11-2022 06:30,County,FERNWOOD RD,N/A,SAME DIR REAR END,N/A,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,OTHER CELLULAR PHONE RELATED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,30,2017,RAM,3.7,83,66.8,0
Injury Crash,09-11-2022 08:32,County,COMUS RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,No,SUSPECTED MINOR INJURY,LOOKED BUT DID NOT SEE,MOTORCYCLE,MOVING CONSTANT SPEED,East,East,30,2009,HARLEY DAVIDSON,9.4,60.3,30.4,0
Property Damage Crash,09-11-2022 08:50,County,DARNESTOWN RD,N/A,HEAD ON,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,North,30,2018,TESLA,1.2,60.7,58.4,0
Property Damage Crash,09-11-2022 09:30,Municipality,S SUMMIT AVE,GAITHERSBURG,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING RIGHT TURN,South,East,25,2004,CHEVY,4.7,64.7,59.4,0
Property Damage Crash,09-11-2022 09:30,County,E GUDE DR,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,40,2013,HYUN,4.1,66,48.3,0
Property Damage Crash,09-11-2022 09:40,Ramp,RAMP 9 FR IS 370 EB TO SHADY GROVE RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,SLOWING OR STOPPING,East,East,15,2010,NISS,6,80.2,58.8,0
Property Damage Crash,09-11-2022 09:55,Maryland (State),GEORGIA AVE,N/A,SAME DIR REAR END,N/A,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,South,South,50,2012,FORD,3,72.9,44,0
Injury Crash,09-11-2022 10:03,Maryland (State),CHERRY HILL RD,N/A,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,No,SUSPECTED MINOR INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,West,West,35,2004,VOLVO,3.1,46.3,44.7,0
Property Damage Crash,09-11-2022 10:03,Maryland (State),UNIVERSITY BLVD E,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,Unknown,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,UNKNOWN,East,East,35,2012,HYUNDAI,4.6,49.3,48.4,0
Injury Crash,09-11-2022 10:22,Maryland (State),NEW HAMPSHIRE AVE,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,SUSPECTED MINOR INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,40,2005,NISSAN,3.4,68.4,49.1,0
Property Damage Crash,09-11-2022 10:22,,,,SINGLE VEHICLE,N/A,,DARK LIGHTS ON,N/A,Yes,NO APPARENT INJURY,UNKNOWN,POLICE VEHICLE/EMERGENCY,SLOWING OR STOPPING,East,East,5,2016,FORD,9.1,41.7,24.5,0
Property Damage Crash,09-11-2022 10:23,Maryland (State),FREDERICK RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,YIELD SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,30,2013,NISS,2.8,72.7,63.2,0
Property Damage Crash,09-11-2022 10:23,County,LONGDRAFT RD,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,,STARTING FROM LANE,South,South,25,0,UNKNOWN,0.7,53.9,50.9,0
Property Damage Crash,09-11-2022 10:45,Maryland (State),PHILADELPHIA AVE,TAKOMA PARK,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,East,East,30,2005,TOYT,5.3,59.4,45,0
Property Damage Crash,09-11-2022 10:45,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,5,2018,HOND,5.1,50.6,35,0
Injury Crash,09-11-2022 10:45,Maryland (State),ROCKVILLE PIKE,N/A,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,30,2015,TOYOTA,11.6,59.2,47.5,0
Property Damage Crash,09-11-2022 11:40,Maryland (State),GEORGIA AVE,N/A,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,South,South,35,2001,HOND,7.4,72,61.9,0
Property Damage Crash,09-11-2022 11:40,County,LONG CORNER RD,N/A,SINGLE VEHICLE,CLEAR,SNOW,DARK NO LIGHTS,NO CONTROLS,Yes,NO APPARENT INJURY,OTHER DISTRACTION,PASSENGER CAR,ACCELERATING,West,West,10,2006,KIA,2,45.9,38.5,0
Injury Crash,09-11-2022 11:54,County,RIDGE RD,N/A,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,45,2016,TOYT,6.8,53.6,52.1,0.12
Property Damage Crash,09-11-2022 12:18,Maryland (State),NEW HAMPSHIRE AVE,N/A,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,TRANSIT BUS,CHANGING LANES,North,North,40,2016,GILL,7.2,74.3,45.4,0
Property Damage Crash,09-11-2022 12:18,County,WESTLAKE DR,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,East,South,35,2011,TOYOTA,3,55.7,51.7,0
Property Damage Crash,09-11-2022 12:18,County,KINGSTEAD RD,N/A,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,2011,SUBURU,4.2,65.9,43.8,0
Property Damage Crash,09-11-2022 12:28,Maryland (State),UNIVERSITY BLVD E,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING RIGHT TURN,West,West,35,2011,MAZDA,9.4,85.6,52.7,0
Property Damage Crash,09-11-2022 12:28,County,SNOUFFERS SCHOOL RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,WET,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,2019,FORD,4.6,66.4,48.6,0
Property Damage Crash,09-11-2022 13:00,,,,OTHER,CLEAR,,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,NOT DISTRACTED,PICKUP TRUCK,PARKED,,,5,2017,FORD,4.1,78.6,47.3,0
Property Damage Crash,09-11-2022 13:00,Maryland (State),GEORGIA AVE,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,CHANGING LANES,North,North,35,1997,DODGE,4.3,74.8,55.3,0
Property Damage Crash,09-11-2022 13:20,US (State),COLESVILLE RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,South,South,40,2015,FORD,1.7,77.9,52.2,0
Property Damage Crash,09-11-2022 13:43,County,SHADY GROVE RD,N/A,SINGLE VEHICLE,CLEAR,N/A,DARK LIGHTS ON,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,2007,HONDA,1.2,69.7,69,0
Injury Crash,09-11-2022 13:43,Maryland (State),RIDGE RD,N/A,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,SUSPECTED MINOR INJURY,BY MOVING OBJECT IN VEHICLE,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,2016,TOYOTA,7,53.9,33.1,0
Fatal Crash,09-11-2022 13:49,County,SNOWDEN FARM PKWY,N/A,HEAD ON,CLEAR,DRY,DAYLIGHT,N/A,Yes,POSSIBLE INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,2016,AUDI,2,66.4,64.1,0
Property Damage Crash,09-11-2022 14:05,US (State),COLUMBIA PIKE,N/A,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,CHANGING LANES,South,South,55,2018,NISSAN,1.4,53,50.9,0
Injury Crash,09-11-2022 14:05,Municipality,E MONTGOMERY AVE,ROCKVILLE,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,STOP SIGN,No,SUSPECTED MINOR INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,East,25,2007,TOYOTA,3.1,67.4,58,0
Injury Crash,09-11-2022 14:30,Maryland (State),FREDERICK RD,N/A,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,SUSPECTED MINOR INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,South,South,35,2009,TOYOTA,6.8,69.5,51.1,0
Property Damage Crash,09-11-2022 14:30,Municipality,W DEER PARK RD,GAITHERSBURG,HEAD ON LEFT TURN,RAINING,WET,DARK LIGHTS ON,STOP SIGN,Yes,NO APPARENT INJURY,NOT DISTRACTED,,MOVING CONSTANT SPEED,South,South,25,0,UNKNOWN,2.2,82,66.1,0
Property Damage Crash,09-11-2022 14:45,Maryland (State),ROCKVILLE PIKE,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,VAN,MOVING CONSTANT SPEED,North,North,35,2002,TOYOTA,6.4,79.7,63.2,0
Property Damage Crash,09-11-2022 14:45,Maryland (State),NORBECK RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,OTHER ELECTRONIC DEVICE (NAVIGATIONAL PALM PILOT),PASSENGER CAR,MOVING CONSTANT SPEED,East,East,45,2004,FORD,8.2,48.4,28,0
Injury Crash,09-11-2022 15:22,Maryland (State),CONNECTICUT AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,2009,JEEP,2.9,57.1,55.3,0
Property Damage Crash,09-11-2022 16:26,County,E JEFFERSON ST,N/A,SAME DIRECTION LEFT TURN,CLEAR,WET,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,CHANGING LANES,South,South,35,2013,HOND,2.6,56.7,53.8,0
Property Damage Crash,09-11-2022 16:26,,,,HEAD ON LEFT TURN,CLEAR,,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,PARKED,,,15,2016,VOLVO,2.4,66.5,55,0
Property Damage Crash,09-11-2022 16:53,Maryland (State),FALLS RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,BY OTHER OCCUPANTS,(SPORT) UTILITY VEHICLE,STARTING FROM PARKED,North,North,35,2021,TSLA,1.4,63,59.5,0
Injury Crash,09-11-2022 17:17,Maryland (State),NORBECK RD,N/A,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,West,40,2012,KIA,12.2,61.6,41.9,0
Property Damage Crash,09-11-2022 17:17,Maryland (State),GEORGIA AVE,N/A,SINGLE VEHICLE,N/A,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MAKING LEFT TURN,South,South,30,2003,FORD,2.2,64,60.4,0
Property Damage Crash,09-11-2022 17:40,County,ALLEY,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,25,2007,CADILLAC,1.5,52.2,46.7,0
Injury Crash,09-11-2022 17:40,Maryland (State),OLD GEORGETOWN RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,West,35,2014,GMC,2.8,45.6,36.4,0
Property Damage Crash,09-11-2022 19:31,County,MIDDLEBROOK RD,N/A,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,STOP SIGN,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,West,North,45,2012,HONDA,2.2,53.1,42.2,0
Injury Crash,09-11-2022 19:31,Maryland (State),RIVER RD,N/A,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,East,35,2019,CHEVY,3.2,81.1,45.3,0
Injury Crash,09-11-2022 20:56,Maryland (State),SPENCERVILLE RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,East,East,40,2012,HYUNDAI,2.1,59.4,52.9,0
Injury Crash,09-11-2022 20:56,County,MONTROSE RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,SUSPECTED MINOR INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING LEFT TURN,North,North,35,2003,TOYOTA,9,77.1,48.1,0
Property Damage Crash,09-11-2022 23:47,,,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,SCHOOL BUS,BACKING,North,North,15,2018,FRHT,2.6,68,49.8,0
Property Damage Crash,10-11-2022 01:50,Maryland (State),GEORGIA AVE,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,CHANGING LANES,South,South,35,2016,HYUNDAI,1.7,57.9,53.6,0
Injury Crash,10-11-2022 01:50,Maryland (State),GERMANTOWN RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,SUSPECTED MINOR INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,45,2014,NISS,12.9,75.7,60.3,0
Injury Crash,10-11-2022 02:38,County,BEL PRE RD,N/A,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DARK LIGHTS ON,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,West,35,2001,CHRY,4.7,70.2,29,0
Property Damage Crash,10-11-2022 05:00,County,FATHER HURLEY BLVD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,2021,CHEVOLET,4.8,70.3,69,0
Injury Crash,10-11-2022 05:44,Maryland (State),W DIAMOND AVE,GAITHERSBURG,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,OTHER DISTRACTION,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,2015,CHEVY,1,70.6,64.4,0
Injury Crash,10-11-2022 06:26,Municipality,TWINBROOK PKWY,ROCKVILLE,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,30,2015,KIA,4,74.4,54,0
Property Damage Crash,10-11-2022 07:41,Maryland (State),CONNECTICUT AVE,N/A,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,40,2011,JEEP,5,73.6,62.2,0
Property Damage Crash,10-11-2022 07:41,Maryland (State),QUINCE ORCHARD RD,GAITHERSBURG,SAME DIR REAR END,RAINING,WET,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,North,North,40,2007,CHEVROLET,16.3,60.4,56.6,0
Property Damage Crash,10-11-2022 07:41,County,SHADY GROVE RD,N/A,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,ACCELERATING,North,East,35,2017,CHEVY,8.7,80.9,52.7,0
Property Damage Crash,10-11-2022 08:00,Maryland (State),GEORGIA AVE,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,45,2003,CHEV,1.3,67.4,55.4,0
Property Damage Crash,10-11-2022 08:00,Maryland (State),GEORGIA AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,35,2013,TOYOTA,4.9,72.2,41.4,0
Property Damage Crash,10-11-2022 08:20,US (State),COLESVILLE RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MAKING RIGHT TURN,West,South,40,2008,KIA,5,77.6,39.3,0
